ID;Work Order;Status;Order Date;Release Date;Due Date;Location;Lot/Serial;WO part;MES part;Description for WO part(EN);Description for WO part(VN);Drawing Rev;Rev;Prod line;Order Qty;Complete Qty;Reject Qty;Open Qty;WO Component;MES Component;Description for WO component(EN);Description for WO component(VN);Item Type;Lot/Serial Allocate;Required Qty;Location.1;Qty Issued;Item Number
R260704009;000010075867;TECO - Technically completed;2026-07-04 00:00:00;2026-07-02 00:00:00;2026-07-11 00:00:00;3009;R260704009;28-33-0832-09;28-33-0832-09;Sewn Graft Components;M4-38mm x 100mm;B;;EVS;1;1;0;0;4SA63X1100LYN;SA63X1100LYN;Packing bag 135×390;TÚI ĐÓNG GÓI 135x390MM;ZFRT;250113B;1;3009;1;0100
R260704009;000010075867;TECO - Technically completed;2026-07-04 00:00:00;2026-07-02 00:00:00;2026-07-11 00:00:00;3009;R260704009;28-33-0832-09;28-33-0832-09;Sewn Graft Components;M4-38mm x 100mm;B;;EVS;1;1;0;0;4SA63X700LYN;SA63X700LYN;Packing bag 150×440;TÚI ĐÓNG GÓI 150x440mm;ZFRT;260306B;1;3009;1;0110
260703C01;000010075988;TECO - Technically completed;2026-07-03 00:00:00;2026-06-26 00:00:00;2026-07-10 00:00:00;3007;260703C01;RG90X0405VB;RG90X0405VB;Ống bọc ngoài xanh 405;Ống bọc ngoài xanh 405;;;MD;180000;180000;0;0;PL02X219V;PL02X219V;PE BE-9105 BLUE;HẠT NHỰA PE BE-9105 XANH;ZROH;25Z0207;270.126;3007;273.95;0010
260703C01;000010075989;TECO - Technically completed;2026-07-03 00:00:00;2026-06-26 00:00:00;2026-07-10 00:00:00;3007;260703C01;RS90X000V;RS90X000V;Ống Arm;Ống Arm;;;MD;75600;75600;0;0;PL02X506V;PL02X506V;RB810 TVC;RB810 TVC;ZROH;50501H;12.096;3007;13.366;0010
260703C01;000010075989;TECO - Technically completed;2026-07-03 00:00:00;2026-06-26 00:00:00;2026-07-10 00:00:00;3007;260703C01;RS90X000V;RS90X000V;Ống Arm;Ống Arm;;;MD;75600;75600;0;0;SR00X20V;SR00X20V;RB820 TVC;RB820 TVC;ZROH;50516H;48.384;3007;53.464;0020
260704C01;000010075990;TECO - Technically completed;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;3007;260704C01;RG90X0405VB;RG90X0405VB;Ống bọc ngoài xanh 405;Ống bọc ngoài xanh 405;;;MD;180000;180000;0;0;PL02X219V;PL02X219V;PE BE-9105 BLUE;HẠT NHỰA PE BE-9105 XANH;ZROH;25Z0207;270.126;3007;274.15;0010
260704G01;000010075998;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32055;260704G01;RS26Q6010S;RS26Q6010S;RSM2 Sheath Slender 0.12 6FR10CM;RSM2 Sheath Slender 0.12 6FR10CM;;;IK;6438;6187;0;0;CRS26Q6010S;CRS26Q6010S;RSM2 Slender sau cắt 6FR 10CM;RSM2 Slender sau cắt 6FR 10CM;ZHAL;260704G01;6438;3001;6438;0010
260704G01;000010075998;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32055;260704G01;RS26Q6010S;RS26Q6010S;RSM2 Sheath Slender 0.12 6FR10CM;RSM2 Sheath Slender 0.12 6FR10CM;;;IK;6438;6187;0;0;RS27X006V;RS27X006V;SHEATH LOCK PIN RS 6FR;Chốt sheath RS 6Fr;ZROH;260108=;6438;3001;5830;0020
260704G01;000010075998;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32055;260704G01;RS26Q6010S;RS26Q6010S;RSM2 Sheath Slender 0.12 6FR10CM;RSM2 Sheath Slender 0.12 6FR10CM;;;IK;6438;6187;0;0;RS27X006V;RS27X006V;SHEATH LOCK PIN RS 6FR;Chốt sheath RS 6Fr;ZROH;260109=;0;3001;552;0020
260704G01;000010075999;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32055;260704G01;RS26Q6016S;RS26Q6016S;RSM2 Sheath Slender 0.12 6FR16CM;RSM2 Sheath Slender 0.12 6FR16CM;;;IK;3208;3074;0;0;CRS26Q6016S;CRS26Q6016S;RSM2 Slender sau cắt 6FR 16CM;RSM2 Slender sau cắt 6FR 16CM;ZHAL;260704G01;3208;3001;3208;0010
260704G01;000010075999;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32055;260704G01;RS26Q6016S;RS26Q6016S;RSM2 Sheath Slender 0.12 6FR16CM;RSM2 Sheath Slender 0.12 6FR16CM;;;IK;3208;3074;0;0;RS27X006V;RS27X006V;SHEATH LOCK PIN RS 6FR;Chốt sheath RS 6Fr;ZROH;260109=;3208;3001;3181;0020
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS26Q6010S;RS26Q6010S;RSM2 Sheath Slender 0.12 6FR10CM;RSM2 Sheath Slender 0.12 6FR10CM;ZHAL;260702G01;6438;3001;6222;0010
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260201YW;6438;3001;2905;0020
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260202YW;0;3001;3323;0020
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P3;6438;3001;508;0030
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P4;0;3001;4053;0030
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260302-P2;0;3001;1598;0030
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250619KA;0;3001;2750;0040
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250618M;0;3001;2743;0040
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250617M;6438;3001;669;0040
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;SLMP0002;SLMP0002;GSS SHEATH SUPPORT S6FR;GSS THÂN ĐỠ SHEATH S6FR;ZROH;251011;6438;3001;6118;0050
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;TS40X511RSVA;TS40X511RSVA;NON STERILE PART 3WAY COCK;VAN TAM THÔNG;ZROH;251025E;6438;3001;6189;0060
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260610C01;6438;3001;2836;0070
260704G01;000010076000;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010S;RS60E06010S;RS*M2 Slender lắp ráp 6FR 10CM;RS*M2 Slender lắp ráp 6FR 10CM;;;IK;6438;6099;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260611C01;0;3001;3354;0070
260704G01;000010076001;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32085;260704G01;MMRS6C10PQ;MMRS6C10PQ;Bộ dây dẫn mini;Bộ dây dẫn mini;;;IK;6120;6120;0;0;RG90X0405VB;RG90X0405VB;Ống bọc ngoài xanh 405;Ống bọc ngoài xanh 405;ZHAL;260601C01;6120;3001;6120;0010
260704G01;000010076001;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32085;260704G01;MMRS6C10PQ;MMRS6C10PQ;Bộ dây dẫn mini;Bộ dây dẫn mini;;;IK;6120;6120;0;0;RS05X551AIV;RS05X551AIV;SPRING MINI GW 0.018;DÂY DẪN MINI SPRING 0.018;ZROH;260220V;6120;3001;805;0020
260704G01;000010076001;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32085;260704G01;MMRS6C10PQ;MMRS6C10PQ;Bộ dây dẫn mini;Bộ dây dẫn mini;;;IK;6120;6120;0;0;RS05X551AIV;RS05X551AIV;SPRING MINI GW 0.018;DÂY DẪN MINI SPRING 0.018;ZROH;260221V;0;3001;5316;0020
260704G01;000010076004;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60G07W;RS25C60G07W;RS que nong C60G07;RS que nong C60G07;;;IK;13437;13294;0;0;CRS25C60G07W;CRS25C60G07W;Ống q/nong sau cắt  60G07CM;Ống q/nong sau cắt 60G07CM;ZHAL;260704G01;13437;3001;13333;0010
260704G01;000010076004;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60G07W;RS25C60G07W;RS que nong C60G07;RS que nong C60G07;;;IK;13437;13294;0;0;RS27X100V;RS27X100V;DILATOR LOCK PIN A TVC;RS CHỐT QUE NONG LOẠI A TVC;ZROH;251212A;13437;3001;13369;0020
260704G01;000010076004;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60G07W;RS25C60G07W;RS que nong C60G07;RS que nong C60G07;;;IK;13437;13294;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260321NSA;13437;3001;28;0030
260704G01;000010076004;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60G07W;RS25C60G07W;RS que nong C60G07;RS que nong C60G07;;;IK;13437;13294;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260324NS;0;3001;12464;0030
260704G01;000010076004;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60G07W;RS25C60G07W;RS que nong C60G07;RS que nong C60G07;;;IK;13437;13294;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260325NS;0;3001;833;0030
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;CRS25C60N10W;CRS25C60N10W;Ống q/nong sau cắt  60N10CM;Ống q/nong sau cắt 60N10CM;ZHAL;260704G01;14259;3001;14130;0010
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;RS27X100V;RS27X100V;DILATOR LOCK PIN A TVC;RS CHỐT QUE NONG LOẠI A TVC;ZROH;251212A;0;3001;13586;0020
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;RS27X100V;RS27X100V;DILATOR LOCK PIN A TVC;RS CHỐT QUE NONG LOẠI A TVC;ZROH;251210B;14259;3001;624;0020
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260324NS;0;3001;7814;0030
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260323NS;0;3001;5343;0030
260704G01;000010076005;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32065;260704G01;RS25C60N10W;RS25C60N10W;RS que nong C60N10;RS que nong C60N10;;;IK;14259;13908;0;0;RS00X660EV1;RS00X660EV1;DILATOR HUB 6FR;CHUÔI QUE NONG 6FR;ZROH;260321NSA;14259;3001;974;0030
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS26Q6007;RS26Q6007;RS Sheath 0.20 60X07;RS Sheath 0.20 60X07;ZHAL;260704G01;13185;3001;13160;0010
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260130YW;13185;3001;786;0020
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260201YW;0;3001;8790;0020
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260202YW;0;3001;3597;0020
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P3;13185;3001;5300;0030
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P4;0;3001;7341;0030
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260302-P2;0;3001;611;0030
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250617KB;13185;3001;1208;0040
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250617M;0;3001;4210;0040
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250618M;0;3001;5401;0040
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250619KA;0;3001;2448;0040
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS00E460EV1;RS00E460EV1;SHEATH SUPPORT 6FR;THÂN ĐỠ SHEATH 6FR;ZROH;260110YW;13185;3001;13157;0050
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;TS40X511RSVA;TS40X511RSVA;NON STERILE PART 3WAY COCK;VAN TAM THÔNG;ZROH;251025E;13185;3001;13283;0060
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260610C01;13185;3001;9037;0070
260704G01;000010076010;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06007;RS60E06007;RS*lắp ráp 6FR 7CM;RS*lắp ráp 6FR 7CM;;;IK;13185;13130;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260611C01;0;3001;4244;0070
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS26Q6010;RS26Q6010;RS Sheath 0.20 60X10;RS Sheath 0.20 60X10;ZHAL;260704G01;13986;3001;13973;0010
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260202YW;0;3001;7393;0020
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00X261EV1;RS00X261EV1;SHEATH HOUSING 6FR;SHEATH HOUSING 6FR;ZROH;260201YW;13986;3001;6588;0020
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P3;13986;3001;5393;0030
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260301-P4;0;3001;6008;0030
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00X222KV;RS00X222KV;SHEATH CAP RS A TVC NEW TYPE;Nắp sheath RS A TVC Loại mới;ZROH;260302-P2;0;3001;2628;0030
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250617KB;13986;3001;8816;0040
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250617M;0;3001;3584;0040
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250618M;0;3001;1893;0040
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS23X000V;RS23X000V;VALVE RFS TVC;Van RFS TVC;ZROH;250619KA;0;3001;593;0040
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00E460EV1;RS00E460EV1;SHEATH SUPPORT 6FR;THÂN ĐỠ SHEATH 6FR;ZROH;260111YW;0;3001;218;0050
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00E460EV1;RS00E460EV1;SHEATH SUPPORT 6FR;THÂN ĐỠ SHEATH 6FR;ZROH;260110YW;0;3001;13154;0050
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS00E460EV1;RS00E460EV1;SHEATH SUPPORT 6FR;THÂN ĐỠ SHEATH 6FR;ZROH;260109YW;13986;3001;600;0050
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;TS40X511RSVA;TS40X511RSVA;NON STERILE PART 3WAY COCK;VAN TAM THÔNG;ZROH;251025E;13986;3001;14302;0060
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260611C01;0;3001;5068;0070
260704G01;000010076011;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32070;260704G01;RS60E06010;RS60E06010;RS*lắp ráp 6FR 10CM;RS*lắp ráp 6FR 10CM;;;IK;13986;13945;0;0;RS90X000V;RS90X000V;Ống Arm;Ống Arm;ZHAL;260610C01;13986;3001;9081;0070
260704G01;000010076013;REL - Released;2026-07-04 00:00:00;2026-06-26 00:00:00;2026-07-11 00:00:00;32085;260704G01;MSA60G07SQY;MSA60G07SQY;Bộ dây dẫn mini;Bộ dây dẫn mini;;;IK;13119;13119;0;0;RG90X0405V;RG90X0405V;IK ống bọc ngoài 405mm;IK ống bọc ngoài 405mm;ZHAL;260615C01;13119;3001;13119;0010
