ID;Work Order;Status;Order Date;Release Date;Due Date;Location;Lot/Serial;WO part;MES part;Description for WO part(EN);Description for WO part(VN);Drawing Rev;Rev;Prod line;Order Qty;Complete Qty;Reject Qty;Open Qty;WO Component;MES Component;Description for WO component(EN);Description for WO component(VN);Item Type;Lot/Serial Allocate;Required Qty;Location.1;Qty Issued;Item Number
260627C04;000010065513;TECO - Technically completed;2026-06-27 00:00:00;2026-06-18 00:00:00;2026-07-04 00:00:00;00055;260627C04;RC5505DOT5M;RC5505DOT5M;BTP đã chia cuộn OT5M;BTP đã chia cuộn OT5M;;;RFS;5592;5592;0;0;RF00X300V;RF00X300V;SUS316 Blader φ0.05 Double (TVC);Sợi lưới thép SUS316 φ0.05 kép (TVC);ZROH;HC2601J;5592;3005;5592;0010
260630C36;000010065781;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;00060;260630C36;RC60OT5M;RC60OT5M;BTP đan lưới thép,cuộn lại 1OT5M;BTP đan lưới thép,cuộn lại 1OT5M;;;RFS;800;787;13;0;RC50OT5M;RC50OT5M;BTP đúc inner,kiểm tra lồi OT5M;BTP đúc inner,kiểm tra lồi OT5M;ZHAL;260627C05;800;3005;800;0010
260630C36;000010065781;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;00060;260630C36;RC60OT5M;RC60OT5M;BTP đan lưới thép,cuộn lại 1OT5M;BTP đan lưới thép,cuộn lại 1OT5M;;;RFS;800;787;13;0;RC5505DOT5M;RC5505DOT5M;BTP đã chia cuộn OT5M;BTP đã chia cuộn OT5M;ZHAL;260629C02;466.08;3005;466;0020
260629E05;000010066346;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30067;260629E05;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;788;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260629E05;800;;788;0010
260629E06;000010066347;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30067;260629E06;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;775;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260629E06;800;;775;0010
260629E05;000010066352;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30071;260629E05;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;776;12;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260629E05;000010066352;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30071;260629E05;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;776;12;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260629E05;800;;788;0020
260629E06;000010066353;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30071;260629E06;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;765;10;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260629E06;000010066353;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30071;260629E06;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;765;10;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260629E06;800;;775;0020
260629E06;000010066359;TECO - Technically completed;2026-06-29 00:00:00;2026-06-18 00:00:00;2026-07-06 00:00:00;30074;260629E06;RC75X5SSSU;RC75X5SSSU;BTP đã cắt rút lõi 5SSSUS304;BTP đã cắt rút lõi 5SSSUS304;;;RFS;656;590;30;0;RC70X5SSSU;RC70X5SSSU;BTP đã đúc Outer lần 2 5SSSUS304;BTP đã đúc Outer lần 2 5SSSUS304;ZHAL;260627E06;799.01;;756;0010
260630E01;000010066360;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E01;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;786;9;0;RF80XT40V;RF80XT40V;T-40 Outer Resin;Hạt nhựa Outer T-40;ZROH;250407;819.376;;813;0010
260630E01;000010066360;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E01;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;786;9;0;RC65X5SMSU;RC65X5SMSU;BTP CT, ép, cuộn lại 2 5SMSUS304;BTP CT, ép, cuộn lại 2 5SMSUS304;ZHAL;260629C01;800;;795;0020
260630E02;000010066361;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E02;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;709;67;0;RF80XT40V;RF80XT40V;T-40 Outer Resin;Hạt nhựa Outer T-40;ZROH;250407;819.376;;794;0010
260630E02;000010066361;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E02;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;709;67;0;RC65X5SMSU;RC65X5SMSU;BTP CT, ép, cuộn lại 2 5SMSUS304;BTP CT, ép, cuộn lại 2 5SMSUS304;ZHAL;260629C02;800;;776;0020
260630E03;000010066362;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E03;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;780;9;0;RF80XT40V;RF80XT40V;T-40 Outer Resin;Hạt nhựa Outer T-40;ZROH;250407;819.376;;808;0010
260630E03;000010066362;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E03;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;780;9;0;RC65X5SMSU;RC65X5SMSU;BTP CT, ép, cuộn lại 2 5SMSUS304;BTP CT, ép, cuộn lại 2 5SMSUS304;ZHAL;260629C03;800;;789;0020
260630E04;000010066363;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E04;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;774;9;0;RF80XT40V;RF80XT40V;T-40 Outer Resin;Hạt nhựa Outer T-40;ZROH;250407;819.376;;802;0010
260630E04;000010066363;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E04;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;774;9;0;RC65X5SMSU;RC65X5SMSU;BTP CT, ép, cuộn lại 2 5SMSUS304;BTP CT, ép, cuộn lại 2 5SMSUS304;ZHAL;260629C04;800;;783;0020
260630E05;000010066364;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E05;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;789;9;0;RF80XT40V;RF80XT40V;T-40 Outer Resin;Hạt nhựa Outer T-40;ZROH;250407;819.376;;816;0010
260630E05;000010066364;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30066;260630E05;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;;;RFS;800;789;9;0;RC65X5SMSU;RC65X5SMSU;BTP CT, ép, cuộn lại 2 5SMSUS304;BTP CT, ép, cuộn lại 2 5SMSUS304;ZHAL;260629C05;800;;798;0020
260630E01;000010066365;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30067;260630E01;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;786;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260630E01;800;;786;0010
260630E02;000010066366;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30067;260630E02;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;709;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260630E02;800;;709;0010
260630E03;000010066367;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30067;260630E03;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;780;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260630E03;800;;780;0010
260630E04;000010066368;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30067;260630E04;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;774;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260630E04;800;;774;0010
260630E05;000010066369;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30067;260630E05;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;;;RFS;800;789;0;0;RC66X5SMSU;RC66X5SMSU;BTP đã đúc Outer lần 1 5SMSUS304;BTP đã đúc Outer lần 1 5SMSUS304;ZHAL;260630E05;800;;789;0010
260630E01;000010066370;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E01;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;777;9;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260630E01;000010066370;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E01;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;777;9;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260630E01;800;;786;0020
260630E02;000010066371;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E02;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;684;25;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260630E02;000010066371;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E02;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;684;25;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260630E02;800;;709;0020
260630E03;000010066372;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E03;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;771;9;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260630E03;000010066372;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E03;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;771;9;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260630E03;800;;780;0020
260630E05;000010066374;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E05;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;780;9;0;RF88XRF4V;RF88XRF4V;RF-4 Outer Resin;Hạt nhựa Outer RF-4;ZROH;16259028;282.08;;282;0010
260630E05;000010066374;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30071;260630E05;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;;;RFS;800;780;9;0;RC67X5SMSU;RC67X5SMSU;BTP đã CT bằng tay 5SMSUS304;BTP đã CT bằng tay 5SMSUS304;ZHAL;260630E05;800;;789;0020
260630E01;000010066375;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30074;260630E01;RC75X5SMSU;RC75X5SMSU;BTP đã cắt rút lõi 5SMSUS304;BTP đã cắt rút lõi 5SMSUS304;;;RFS;564;520;15;0;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;ZHAL;260629E01;799.76;;760;0010
260630E02;000010066376;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30074;260630E02;RC75X5SMSU;RC75X5SMSU;BTP đã cắt rút lõi 5SMSUS304;BTP đã cắt rút lõi 5SMSUS304;;;RFS;564;528;12;0;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;ZHAL;260629E02;799.76;;766;0010
260630E03;000010066377;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30074;260630E03;RC75X5SMSU;RC75X5SMSU;BTP đã cắt rút lõi 5SMSUS304;BTP đã cắt rút lõi 5SMSUS304;;;RFS;564;536;10;0;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;ZHAL;260629E03;799.76;;775;0010
260630E04;000010066378;TECO - Technically completed;2026-06-30 00:00:00;2026-06-18 00:00:00;2026-07-07 00:00:00;30074;260630E04;RC75X5SMSU;RC75X5SMSU;BTP đã cắt rút lõi 5SMSUS304;BTP đã cắt rút lõi 5SMSUS304;;;RFS;564;524;20;0;RC70X5SMSU;RC70X5SMSU;BTP đã đúc Outer lần 2 5SMSUS304;BTP đã đúc Outer lần 2 5SMSUS304;ZHAL;260629E04;799.76;;772;0010
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG90X1446B;RG90X1446B;GW ống b/n 1446mm xanh;GW ống b/n 1446mm xanh;ZHAL;260409C01;0;3002;5251;0010
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG90X1446B;RG90X1446B;GW ống b/n 1446mm xanh;GW ống b/n 1446mm xanh;ZHAL;260408C01;5941;3002;690;0010
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG00X100V;RG00X100V;RFG INSERTER WHITE;Vật dẫn màu trắng RFG;ZROH;260223;5941;3002;5941;0020
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG00X3515A;RG00X3515A;Chuôi đã in 3515A;Chuôi đã in 3515A;ZHAL;260702D01;0;3002;5;0030
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG00X3515A;RG00X3515A;Chuôi đã in 3515A;Chuôi đã in 3515A;ZHAL;260701D01;5941;3002;5941;0030
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG80PA35153Y;RG80PA35153Y;TYC Bán thành phẩm gia công PA35153;TYC Bán thành phẩm gia công PA35153;ZHAL;260601D01;5941;3002;221;0040
260701D01;000010069454;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;;;GW;5941;5941;0;0;RG80PA35153Y;RG80PA35153Y;TYC Bán thành phẩm gia công PA35153;TYC Bán thành phẩm gia công PA35153;ZHAL;260701D01;0;3002;5720;0040
260701D01;000010069457;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GA35183Y;RG85GA35183Y;TYC Đã luồn dây dẫn GA35183;TYC Đã luồn dây dẫn GA35183;;;GW;27541;27541;0;0;RG90X1746;RG90X1746;GW ống b/n 1746mm trắng;GW ống b/n 1746mm trắng;ZHAL;260601C01;27541;3002;27547;0010
260701D01;000010069457;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GA35183Y;RG85GA35183Y;TYC Đã luồn dây dẫn GA35183;TYC Đã luồn dây dẫn GA35183;;;GW;27541;27541;0;0;RG00X100V;RG00X100V;RFG INSERTER WHITE;Vật dẫn màu trắng RFG;ZROH;260223;27541;3002;27547;0020
260701D01;000010069457;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GA35183Y;RG85GA35183Y;TYC Đã luồn dây dẫn GA35183;TYC Đã luồn dây dẫn GA35183;;;GW;27541;27541;0;0;RG00X3518A;RG00X3518A;Chuôi đã in 3518A;Chuôi đã in 3518A;ZHAL;260701D01;27541;3002;27550;0030
260701D01;000010069457;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GA35183Y;RG85GA35183Y;TYC Đã luồn dây dẫn GA35183;TYC Đã luồn dây dẫn GA35183;;;GW;27541;27541;0;0;RG80GA35183Y;RG80GA35183Y;TYC Bán thành phẩm gia công GA35183;TYC Bán thành phẩm gia công GA35183;ZHAL;260623D01;27541;3002;224;0040
260701D01;000010069457;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GA35183Y;RG85GA35183Y;TYC Đã luồn dây dẫn GA35183;TYC Đã luồn dây dẫn GA35183;;;GW;27541;27541;0;0;RG80GA35183Y;RG80GA35183Y;TYC Bán thành phẩm gia công GA35183;TYC Bán thành phẩm gia công GA35183;ZHAL;260701D01;0;3002;27317;0040
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG90X1446;RG90X1446;GW ống b/n 1446mm trắng;GW ống b/n 1446mm trắng;ZHAL;260609C01;15041;3002;15041;0010
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG00X100V;RG00X100V;RFG INSERTER WHITE;Vật dẫn màu trắng RFG;ZROH;260223;15041;3002;15041;0020
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG00X3515S;RG00X3515S;Chuôi đã in 3515S;Chuôi đã in 3515S;ZHAL;260619D01;15041;3002;137;0030
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG00X3515S;RG00X3515S;Chuôi đã in 3515S;Chuôi đã in 3515S;ZHAL;260701D01;0;3002;14906;0030
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG80GS35153;RG80GS35153;Bán thành phẩm gia công GS35153;Bán thành phẩm gia công GS35153;ZHAL;260605D01;15041;3002;442;0040
260701D01;000010069458;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01060;260701D01;RG85GS35153;RG85GS35153;Đã luồn dây dẫn GS35153;Đã luồn dây dẫn GS35153;;;GW;15041;15041;0;0;RG80GS35153;RG80GS35153;Bán thành phẩm gia công GS35153;Bán thành phẩm gia công GS35153;ZHAL;260701D01;0;3002;14599;0040
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RG00X101V;RG00X101V;RFG HOLDER CLIP WHITE;Kẹp ống bọc ngoài trắng RFG;ZROH;260120S;17823;3002;17823;0010
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RG85PA35153Y;RG85PA35153Y;TYC Đã luồn dây dẫn PA35153;TYC Đã luồn dây dẫn PA35153;ZHAL;260701D01;5941;3002;5941;0020
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RG30M701NV;RG30M701NV;RG M26 PEEL BAG;Túi đóng gói RG M26;ZROH;250730T;5941;3002;5946;0030
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RFPA35153M.G;RFPA35153M.G;Nhãn TĐG đã in RF*PA35153M;Nhãn TĐG đã in RF*PA35153M;ZHAL;260701V;5941;3002;5951;0040
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RFPA35153M.E;RFPA35153M.E;Hộp đơn vị đã dán nhãn RF*PA35153M;Hộp đơn vị đã dán nhãn RF*PA35153M;ZHAL;260701V;1189;3002;1189;0050
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RG34M1501AV;RG34M1501AV;RG INSTRUCTION (M26);Hướng dẫn sử dụng RG (M26);ZROH;250725;1189;3002;1189;0060
260701V;000010069474;TECO - Technically completed;2026-07-01 00:00:00;2026-06-24 00:00:00;2026-07-08 00:00:00;01075;260701V;RF/PA35153M_S;RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;Sản phẩm đóng gói RF*PA35153M;;;GW;5941;5941;0;0;RFPA35153M.F;RFPA35153M.F;Thùng xuất xưởng đã dán nhãn RF*PA35153M;Thùng xuất xưởng đã dán nhãn RF*PA35153M;ZHAL;260701V;238;3002;238;0070
